geoid,region_name,3sfca_capacity,2sfca30_capacity,norm_3sfca,norm_2sfca,college_capacity
51001,"Accomack County, Virginia",0.9806094603650043,0.020720472561442167,13.467436558313919,10.960685453571074,7759
51003,"Albemarle County, Virginia",3.103807073850058,0.02572229527588672,42.62688312303516,13.60654236175628,3462
51005,"Alleghany County, Virginia",0.31494835311070457,0.0018582084765286586,4.3254191766466,0.9829524185800014,29
51007,"Amelia County, Virginia",0.12940551241110962,0,1.7772218188105482,0,NA
51009,"Amherst County, Virginia",0.10341176331005125,0,1.4202303955369755,0,NA
51011,"Appomattox County, Virginia",1.3044353183564545,0.006295944644424345,17.914777089597525,3.330419645401543,NA
51013,"Arlington County, Virginia",1.1714324652368633,0.027872495006978422,16.088150324446683,14.743951889698481,NA
51015,"Augusta County, Virginia",0.5260328676915381,0.008752545126216885,7.224399273679037,4.62990859702539,159
51017,"Bath County, Virginia",0.01878953242989999,0,0.25805057587948466,0,NA
51019,"Bedford County, Virginia",0.10224595458086509,0,1.4042194801480916,0,NA
51021,"Bland County, Virginia",1.646524848364403,0.023487008118260946,22.61294616592952,12.424123410620265,NA
51023,"Botetourt County, Virginia",0.07326133846802396,0,1.0061522633363396,0,NA
51025,"Brunswick County, Virginia",7.281337143256412,0.18904358353510894,100,100,6256
51027,"Buchanan County, Virginia",0.15082517981945756,0,2.0713939878356524,0,NA
51029,"Buckingham County, Virginia",0,0,0,0,NA
51031,"Campbell County, Virginia",0.9282436849497457,0.010679668134292032,12.748258550415231,5.649315324319705,NA
51033,"Caroline County, Virginia",0.11728357142712155,0,1.6107422183539926,0,NA
51035,"Carroll County, Virginia",0.21007503097253336,0,2.8851161103986747,0,NA
51036,"Charles City County, Virginia",0.12396744866973344,0,1.7025368586942238,0,NA
51037,"Charlotte County, Virginia",0,0,0,0,NA
51041,"Chesterfield County, Virginia",0.13284179543341118,0,1.8244148405687024,0,3848
51043,"Clarke County, Virginia",0.21900020569710124,0,3.007692150334333,0,NA
51045,"Craig County, Virginia",0.0249589927694849,0,0.34278034759866316,0,NA
51047,"Culpeper County, Virginia",6.426392257719149,0.15027103187804544,88.25840819183784,79.49015198928309,NA
51049,"Cumberland County, Virginia",0.003769376780730131,0,0.05176764523561621,0,NA
51051,"Dickenson County, Virginia",0,0,0,0,NA
51053,"Dinwiddie County, Virginia",0.23628728203429983,0,3.2451083830548426,0,NA
51057,"Essex County, Virginia",0.2292584294915495,0,3.148575941218111,0,NA
51059,"Fairfax County, Virginia",1.4870042170224316,0.0406405961350888,20.422131097165526,21.49800346306971,4042
51061,"Fauquier County, Virginia",0.09573371553217697,6.230649116911105e-5,1.3147820743452383,0.03295879712179682,NA
51063,"Floyd County, Virginia",0.10950010284855062,0,1.5038460751671665,0,NA
51065,"Fluvanna County, Virginia",0.19599424075506586,0,2.691734181496943,0,NA
