geoid,region_name,3sfca_capacity,2sfca30_capacity,norm_3sfca,norm_2sfca,college_capacity
51001,"Accomack County, Virginia",0,0,0,0,NA
51003,"Albemarle County, Virginia",0.03138056615455463,0,0.7323851797889668,0,NA
51005,"Alleghany County, Virginia",0,0,0,0,NA
51007,"Amelia County, Virginia",0.10416428533676456,0,2.431070824797178,0,NA
51009,"Amherst County, Virginia",0.2556217821792575,0,5.965909090909091,0,NA
51011,"Appomattox County, Virginia",0.2556217821792575,0,5.965909090909091,0,NA
51013,"Arlington County, Virginia",1.9360783375419188,0.0010315574149872958,45.1857711662209,82.49612926328554,30
51015,"Augusta County, Virginia",0.7187643962067035,2.6185733663157195e-4,16.77510816564252,20.941361457388076,NA
51017,"Bath County, Virginia",0,0,0,0,NA
51019,"Bedford County, Virginia",0.17647393168791992,0,4.11869217243437,0,NA
51021,"Bland County, Virginia",0,0,0,0,NA
51023,"Botetourt County, Virginia",0.0973260811965823,0,2.2714752539596477,0,NA
51025,"Brunswick County, Virginia",0.01193904970180055,0,0.2786432538946876,0,NA
51027,"Buchanan County, Virginia",0,0,0,0,NA
51029,"Buckingham County, Virginia",0,0,0,0,NA
51031,"Campbell County, Virginia",2.2945098067042875,9.22533250752694e-5,53.55113636363637,7.377720444645394,NA
51033,"Caroline County, Virginia",0.08892174277723994,0,2.07532796732556,0,NA
51035,"Carroll County, Virginia",0,0,0,0,NA
51036,"Charles City County, Virginia",0.01193904970180055,0,0.2786432538946876,0,NA
51037,"Charlotte County, Virginia",0,0,0,0,NA
51041,"Chesterfield County, Virginia",0.09478187561615779,0,2.2120965145110976,0,8
51043,"Clarke County, Virginia",0,0,0,0,NA
51045,"Craig County, Virginia",0.0973260811965823,0,2.2714752539596477,0,NA
51047,"Culpeper County, Virginia",2.3858581546182736,1.718109193813176e-4,55.683098415592504,13.740132743168413,59
51049,"Cumberland County, Virginia",0,0,0,0,NA
51051,"Dickenson County, Virginia",0,0,0,0,NA
51053,"Dinwiddie County, Virginia",0.10716718422806683,2.1056978268924963e-5,2.5011549218642193,1.683977232802715,NA
51057,"Essex County, Virginia",0,0,0,0,NA
51059,"Fairfax County, Virginia",2.0311054472973535,9.529655135847549e-4,47.40359115456291,76.21094575051785,365
51061,"Fauquier County, Virginia",0.14447004176375325,0,3.371759355460476,0,NA
51063,"Floyd County, Virginia",0,0,0,0,NA
